_id,date,center_name,attendance_count
53942139,2022-09-06,Brookline Community Center,14
53942140,2022-09-06,Magee Community Center,20
53942141,2022-09-06,Ormsby Community Center,7
53942142,2022-09-06,Warrington Community Center,26
53942143,2022-09-02,Phillips Community Center,19
53942144,2022-09-02,Paulson Community Center,9
53942145,2022-09-02,West Penn Community Center,15
53942146,2022-09-02,Ammon Community Center,21
53942147,2022-09-02,Brookline Community Center,12
53942148,2022-09-02,Magee Community Center,38
53942149,2022-09-02,Warrington Community Center,18
53942150,2022-09-01,Paulson Community Center,11
53942151,2022-09-01,Phillips Community Center,36
53942152,2022-09-01,West Penn Community Center,52
53942153,2022-09-01,Ammon Community Center,16
53942154,2022-09-01,Brookline Community Center,30
53942155,2022-09-01,Magee Community Center,39
53942156,2022-09-01,Ormsby Community Center,3
53942157,2022-09-01,Warrington Community Center,15
53942158,2022-08-31,Phillips Community Center,52
53942159,2022-08-31,Paulson Community Center,16
53942160,2022-08-31,West Penn Community Center,25
53942161,2022-08-31,Ammon Community Center,20
53942162,2022-08-31,Brookline Community Center,19
53942163,2022-08-31,Magee Community Center,36
53942164,2022-08-31,Ormsby Community Center,12
53942165,2022-08-31,Warrington Community Center,26
53942166,2022-08-30,Paulson Community Center,19
53942167,2022-08-30,Phillips Community Center,60
53942168,2022-08-30,West Penn Community Center,46
53942169,2022-08-30,Ammon Community Center,21
53942170,2022-08-30,Brookline Community Center,20
53942171,2022-08-30,Magee Community Center,31
53942172,2022-08-30,Ormsby Community Center,4
53942173,2022-08-30,Warrington Community Center,28
53942174,2022-08-29,Phillips Community Center,38
53942175,2022-08-29,Paulson Community Center,15
53942176,2022-08-29,West Penn Community Center,29
53942177,2022-08-29,Ammon Community Center,31
53942178,2022-08-29,Brookline Community Center,15
53942179,2022-08-29,Magee Community Center,31
53942180,2022-08-29,Ormsby Community Center,7
53942181,2022-08-29,Warrington Community Center,21
53942182,2022-08-27,Phillips Community Center,1
53942183,2022-08-27,West Penn Community Center,8
53942184,2022-08-26,Phillips Community Center,7
53942185,2022-08-26,Paulson Community Center,6
53942186,2022-08-26,West Penn Community Center,24
53942187,2022-08-26,Ammon Community Center,3
53942188,2022-08-26,Brookline Community Center,12
53942189,2022-08-26,Magee Community Center,8
53942190,2022-08-26,Ormsby Community Center,10
53942191,2022-08-26,Warrington Community Center,10
53942192,2022-08-25,Paulson Community Center,4
53942193,2022-08-25,Phillips Community Center,34
53942194,2022-08-25,West Penn Community Center,55
53942195,2022-08-25,Brookline Community Center,17
53942196,2022-08-25,Magee Community Center,15
53942197,2022-08-25,Ormsby Community Center,10
53942198,2022-08-25,Warrington Community Center,21
53942199,2022-08-24,Phillips Community Center,25
53942200,2022-08-24,Paulson Community Center,3
53942201,2022-08-24,West Penn Community Center,20
53942202,2022-08-24,Brookline Community Center,14
53942203,2022-08-24,Magee Community Center,27
53942204,2022-08-24,Ormsby Community Center,7
53942205,2022-08-24,Warrington Community Center,20
53942206,2022-08-23,Paulson Community Center,15
53942207,2022-08-23,Phillips Community Center,23
53942208,2022-08-23,West Penn Community Center,45
53942209,2022-08-23,Brookline Community Center,21
53942210,2022-08-23,Magee Community Center,12
53942211,2022-08-23,Ormsby Community Center,14
53942212,2022-08-23,Warrington Community Center,27
53942213,2022-08-22,Phillips Community Center,19
53942214,2022-08-22,Paulson Community Center,10
53942215,2022-08-22,West Penn Community Center,37
53942216,2022-08-22,Ammon Community Center,1
53942217,2022-08-22,Brookline Community Center,16
53942218,2022-08-22,Magee Community Center,7
53942219,2022-08-22,Ormsby Community Center,7
53942220,2022-08-22,Warrington Community Center,33
53942221,2022-08-20,Phillips Community Center,1
53942222,2022-08-20,West Penn Community Center,9
53942223,2022-08-20,Brookline Community Center,1
53942224,2022-08-19,Phillips Community Center,15
53942225,2022-08-19,Paulson Community Center,2
53942226,2022-08-19,West Penn Community Center,14
53942227,2022-08-19,Brookline Community Center,11
53942228,2022-08-19,Magee Community Center,16
53942229,2022-08-19,Ormsby Community Center,4
53942230,2022-08-19,Warrington Community Center,15
53942231,2022-08-18,Paulson Community Center,11
53942232,2022-08-18,Phillips Community Center,16
53942233,2022-08-18,West Penn Community Center,94
53942234,2022-08-18,Brookline Community Center,11
53942235,2022-08-18,Magee Community Center,15
53942236,2022-08-18,Ormsby Community Center,8
53942237,2022-08-18,Warrington Community Center,9
53942238,2022-08-17,Phillips Community Center,21
53942239,2022-08-17,West Penn Community Center,38
53942240,2022-08-17,Brookline Community Center,14
53942241,2022-08-17,Magee Community Center,22
53942242,2022-08-17,Ormsby Community Center,12
53942243,2022-08-17,Warrington Community Center,24
53942244,2022-08-16,Phillips Community Center,29
53942245,2022-08-16,Paulson Community Center,8
53942246,2022-08-16,West Penn Community Center,45
53942247,2022-08-16,Brookline Community Center,11
53942248,2022-08-16,Magee Community Center,8
53942249,2022-08-16,Ormsby Community Center,8
53942250,2022-08-16,Warrington Community Center,39
53942251,2022-08-15,Paulson Community Center,1
53942252,2022-08-15,Phillips Community Center,17
53942253,2022-08-15,West Penn Community Center,41
53942254,2022-08-15,Ammon Community Center,2
53942255,2022-08-15,Brookline Community Center,15
53942256,2022-08-15,Magee Community Center,14
53942257,2022-08-15,Ormsby Community Center,9
53942258,2022-08-15,Warrington Community Center,18
53942259,2022-08-14,West Penn Community Center,44
53942260,2022-08-13,West Penn Community Center,11
53942261,2022-08-13,Brookline Community Center,1
53942262,2022-08-12,Phillips Community Center,35
53942263,2022-08-12,Paulson Community Center,16
53942264,2022-08-12,West Penn Community Center,58
53942265,2022-08-12,Brookline Community Center,22
53942266,2022-08-12,Magee Community Center,9
53942267,2022-08-12,Ormsby Community Center,8
53942268,2022-08-12,Warrington Community Center,17
53942269,2022-08-11,Phillips Community Center,12
53942270,2022-08-11,West Penn Community Center,54
53942271,2022-08-11,Ammon Community Center,1
53942272,2022-08-11,Brookline Community Center,24
53942273,2022-08-11,Magee Community Center,1
53942274,2022-08-11,Ormsby Community Center,3
53942275,2022-08-11,Warrington Community Center,17
53942276,2022-08-10,Phillips Community Center,13
53942277,2022-08-10,Paulson Community Center,1
53942278,2022-08-10,West Penn Community Center,21
53942279,2022-08-10,Ammon Community Center,1
53942280,2022-08-10,Brookline Community Center,20
53942281,2022-08-10,Magee Community Center,15
53942282,2022-08-10,Ormsby Community Center,8
53942283,2022-08-10,Warrington Community Center,20
53942284,2022-08-09,Paulson Community Center,3
53942285,2022-08-09,Phillips Community Center,19
53942286,2022-08-09,West Penn Community Center,93
53942287,2022-08-09,Ammon Community Center,7
53942288,2022-08-09,Brookline Community Center,24
53942289,2022-08-09,Magee Community Center,7
53942290,2022-08-09,Ormsby Community Center,15
53942291,2022-08-09,Warrington Community Center,27
53942292,2022-08-08,Phillips Community Center,31
53942293,2022-08-08,West Penn Community Center,46
53942294,2022-08-08,Ammon Community Center,5
53942295,2022-08-08,Brookline Community Center,27
53942296,2022-08-08,Magee Community Center,8
53942297,2022-08-08,Warrington Community Center,23
53942298,2022-08-06,Phillips Community Center,3
53942299,2022-08-06,West Penn Community Center,9
53942300,2022-08-06,Brookline Community Center,3
53942301,2022-08-05,Phillips Community Center,28
53942302,2022-08-05,West Penn Community Center,17
53942303,2022-08-05,Brookline Community Center,26
53942304,2022-08-05,Magee Community Center,2
53942305,2022-08-05,Warrington Community Center,47
53942306,2022-08-04,Phillips Community Center,20
53942307,2022-08-04,West Penn Community Center,61
53942308,2022-08-04,Brookline Community Center,28
53942309,2022-08-04,Magee Community Center,1
53942310,2022-08-04,Ormsby Community Center,14
53942311,2022-08-04,Warrington Community Center,12
53942312,2022-08-03,Phillips Community Center,19
53942313,2022-08-03,Paulson Community Center,1
53942314,2022-08-03,West Penn Community Center,17
53942315,2022-08-03,Brookline Community Center,27
53942316,2022-08-03,Magee Community Center,8
53942317,2022-08-03,Ormsby Community Center,9
53942318,2022-08-03,Warrington Community Center,69
53942319,2022-08-02,Paulson Community Center,1
53942320,2022-08-02,Phillips Community Center,20
53942321,2022-08-02,West Penn Community Center,36
53942322,2022-08-02,Brookline Community Center,26
53942323,2022-08-02,Magee Community Center,8
53942324,2022-08-02,Ormsby Community Center,7
53942325,2022-08-02,Warrington Community Center,36
53942326,2022-08-01,Phillips Community Center,27
53942327,2022-08-01,West Penn Community Center,42
53942328,2022-08-01,Brookline Community Center,35
53942329,2022-08-01,Magee Community Center,1
53942330,2022-08-01,Ormsby Community Center,5
53942331,2022-08-01,Warrington Community Center,62
53942332,2022-07-30,Phillips Community Center,1
53942333,2022-07-30,West Penn Community Center,23
53942334,2022-07-30,Brookline Community Center,1
53942335,2022-07-29,Phillips Community Center,28
53942336,2022-07-29,West Penn Community Center,23
53942337,2022-07-29,Brookline Community Center,19
53942338,2022-07-29,Ormsby Community Center,7
53942339,2022-07-29,Warrington Community Center,57
53942340,2022-07-28,Phillips Community Center,18
53942341,2022-07-28,West Penn Community Center,66
53942342,2022-07-28,Brookline Community Center,33
53942343,2022-07-28,Magee Community Center,3
53942344,2022-07-28,Jefferson Community Center,18
53942345,2022-07-28,Ormsby Community Center,7
53942346,2022-07-28,Warrington Community Center,57
53942347,2022-07-27,Phillips Community Center,23
53942348,2022-07-27,West Penn Community Center,27
53942349,2022-07-27,Brookline Community Center,14
53942350,2022-07-27,Magee Community Center,1
53942351,2022-07-27,Ormsby Community Center,9
53942352,2022-07-27,Warrington Community Center,57
53942353,2022-07-26,Phillips Community Center,33
53942354,2022-07-26,West Penn Community Center,57
53942355,2022-07-26,Brookline Community Center,16
53942356,2022-07-26,Magee Community Center,7
53942357,2022-07-26,Ormsby Community Center,11
53942358,2022-07-26,Warrington Community Center,64
53942359,2022-07-25,Phillips Community Center,30
53942360,2022-07-25,West Penn Community Center,30
53942361,2022-07-25,Ammon Community Center,2
53942362,2022-07-25,Brookline Community Center,33
53942363,2022-07-25,Ormsby Community Center,5
53942364,2022-07-25,Warrington Community Center,66
53942365,2022-07-23,Phillips Community Center,4
53942366,2022-07-23,West Penn Community Center,10
53942367,2022-07-23,Brookline Community Center,2
53942368,2022-07-22,Phillips Community Center,14
53942369,2022-07-22,West Penn Community Center,11
53942370,2022-07-22,Ammon Community Center,64
53942371,2022-07-22,Brookline Community Center,21
53942372,2022-07-22,Magee Community Center,4
53942373,2022-07-22,Jefferson Community Center,16
53942374,2022-07-22,Ormsby Community Center,16
53942375,2022-07-22,Warrington Community Center,57
53942376,2022-07-21,Phillips Community Center,28
53942377,2022-07-21,West Penn Community Center,96
53942378,2022-07-21,Ammon Community Center,42
53942379,2022-07-21,Brookline Community Center,23
53942380,2022-07-21,Magee Community Center,4
53942381,2022-07-21,Ormsby Community Center,5
53942382,2022-07-21,Warrington Community Center,73
53942383,2022-07-20,Phillips Community Center,17
53942384,2022-07-20,Paulson Community Center,1
53942385,2022-07-20,West Penn Community Center,42
53942386,2022-07-20,Ammon Community Center,2
53942387,2022-07-20,Brookline Community Center,35
53942388,2022-07-20,Magee Community Center,4
53942389,2022-07-20,Jefferson Community Center,21
53942390,2022-07-20,Ormsby Community Center,9
53942391,2022-07-20,Warrington Community Center,56
53942392,2022-07-19,Paulson Community Center,2
53942393,2022-07-19,Phillips Community Center,35
53942394,2022-07-19,West Penn Community Center,53
53942395,2022-07-19,Ammon Community Center,1
53942396,2022-07-19,Brookline Community Center,29
53942397,2022-07-19,Magee Community Center,5
53942398,2022-07-19,Ormsby Community Center,11
53942399,2022-07-19,Warrington Community Center,18
53942400,2022-07-18,Phillips Community Center,15
53942401,2022-07-18,West Penn Community Center,61
53942402,2022-07-18,Brookline Community Center,38
53942403,2022-07-18,Magee Community Center,3
53942404,2022-07-18,Jefferson Community Center,26
53942405,2022-07-18,Ormsby Community Center,9
53942406,2022-07-18,Warrington Community Center,70
53942407,2022-07-16,West Penn Community Center,8
53942408,2022-07-16,Brookline Community Center,5
53942409,2022-07-15,Phillips Community Center,10
53942410,2022-07-15,West Penn Community Center,28
53942411,2022-07-15,Ammon Community Center,2
53942412,2022-07-15,Brookline Community Center,19
53942413,2022-07-15,Magee Community Center,2
53942414,2022-07-15,Ormsby Community Center,8
53942415,2022-07-15,Warrington Community Center,75
